Applicant_ID,Identity_Card,Name,Age,Gender,Education_Level,Field_of_Study,Education_Background,Skills,Graduation_Year,Experience_Years,Certifications,Job_Applied,Required_Education_Levels,Required_Fields,Required_Min_Experience,Required_Max_Experience,Required_Skills,Required_Certifications,Shortlisted
78,1200470000432898,MUKARUHOGO Chantal,21,Female,Diploma,Marketing,Diploma in Marketing,"Content Marketing, Social Media, SEO, Google Analytics, Email Marketing",2024,1,"PCM, Google Analytics Certification, Facebook Blueprint",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
79,1200370002460953,MUKANDAYA Emmanuel,22,Female,Bachelor's,Engineering,Bachelor's in Engineering,"Quality Control, AutoCAD, SolidWorks, Technical Drawing",2025,0,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
80,1198070004051531,MUKARUHOGO Florence,45,Female,Bachelor's,Education,Bachelor's in Education,"Lesson Planning, Curriculum Development, Assessment, Classroom Management",2004,21,National Board Certification,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
81,1199670007043030,MUKANDORI Olivier,29,Female,Bachelor's,Accounting,Bachelor's in Accounting,"CPA, QuickBooks, Excel, Auditing, Financial Reporting, SAP",2020,5,"CMA, CPA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
82,2198170006765277,MUKAGASANA Jean,44,Female,Master's,Accounting,Master's in Accounting,"CPA, Financial Reporting, Excel, SAP, Taxation",2011,14,CFA,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
83,1199970004479627,MUKAMURENZI Jean,26,Female,Diploma,Accounting,Diploma in Accounting,"SAP, Auditing, QuickBooks",2022,3,"CMA, CPA, CIA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
84,1199470002970213,MUKAMURENZI Emmanuel,31,Female,Bachelor's,Education,Bachelor's in Education,"Assessment, Lesson Planning, Curriculum Development, Educational Technology, Classroom Management",2018,7,"CPCE, TESOL",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
85,1197180006543102,RUKUNDO Marie,54,Male,Diploma,Engineering,Diploma in Engineering,"SolidWorks, Quality Control, Project Management",1994,31,PMI-PMP,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
86,1199670007271551,MUKASHYAKA Jean,29,Female,Master's,Engineering,Master's in Engineering,"SolidWorks, MATLAB, Technical Drawing, Project Management, AutoCAD",2024,1,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
87,1197380005895782,NSENGIYUMVA Paul,52,Male,Master's,Nursing,Master's in Nursing,"Medical Records, CPR, Clinical Skills",1997,28,"NCLEX-RN, BLS, CCRN",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
88,1197570002892268,MUKAMANA Diane,50,Female,Master's,Economics,Master's in Economics,"Statistical Analysis, Data Visualization, Econometrics",2005,20,"CFA, Certified Business Economist",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
89,1197170001438424,MUKASHYAKA Claudine,54,Female,Master's,Nursing,Master's in Nursing,"Clinical Skills, Emergency Response, Healthcare Ethics",1999,26,CCRN,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
90,1200370000943969,MUKANDAYA Florence,22,Female,Bachelor's,Nursing,Bachelor's in Nursing,"Healthcare Ethics, Clinical Skills, Medical Records, CPR, Emergency Response, Patient Care",2025,0,NCLEX-RN,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
91,1200170007677359,MUKARUHOGO Jean,24,Female,Diploma,Information Technology,Diploma in Information Technology,"ITIL, Windows Server, Cybersecurity, Linux, Cloud Computing",2023,2,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
92,1199770007321046,MUKASHYAKA Diane,28,Female,PhD,Law,PhD in Law,"Contract Law, Litigation, Compliance, Legal Research",2025,0,Certified Legal Manager,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
93,2198570000168733,MUKARUHOGO Theogene,40,Female,Bachelor's,Engineering,Bachelor's in Engineering,"AutoCAD, SolidWorks, Project Management",2009,16,"PMI-PMP, Six Sigma Green Belt, PE License",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
94,1198880006506098,KALISA Marie,37,Male,PhD,Business Administration,PhD in Business Administration,"Leadership, Communication, Negotiation, Project Management, Strategic Planning",2020,5,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
95,1198180008523986,KAMALI Eric,44,Male,Master's,Engineering,Master's in Engineering,"AutoCAD, MATLAB, SolidWorks",2005,20,"Six Sigma Green Belt, PE License, PMI-PMP",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
96,2199470009495888,MUKANDAYA Claudine,31,Female,Diploma,Engineering,Diploma in Engineering,"AutoCAD, SolidWorks, Technical Drawing, Project Management, Quality Control, MATLAB",2016,9,"PE License, PMI-PMP",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
97,1196770000972896,MUKAGASANA Patrick,58,Female,PhD,Information Technology,PhD in Information Technology,"Cloud Computing, ITIL, Networking",1997,28,CCNA,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
98,2199570003689702,MUKAMURENZI Eric,30,Female,Bachelor's,Engineering,Bachelor's in Engineering,"Quality Control, Project Management, Technical Drawing, MATLAB, AutoCAD",2018,7,"PMI-PMP, Six Sigma Green Belt, LEED",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
99,1199270004843443,MUKANDAYA Diane,33,Female,Master's,Education,Master's in Education,"Curriculum Development, Assessment, Classroom Management, Educational Technology, Lesson Planning",2021,4,None,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
100,1198270004041574,MUKANYIRABUKA Grace,43,Female,PhD,Education,PhD in Education,"Classroom Management, Curriculum Development, Assessment, Educational Technology",2016,9,Teaching License,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
101,1197180003016571,TWAGIRAYEZU Florence,54,Male,Master's,Nursing,Master's in Nursing,"Patient Care, Clinical Skills, Emergency Response, CPR",2001,24,"NCLEX-RN, ACLS, CCRN",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
102,1200170009380262,MUKAGASANA Patrick,24,Female,Diploma,Economics,Diploma in Economics,"R, Econometrics, Python, Statistical Analysis, Forecasting, Data Visualization",2021,4,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
103,2197070002874315,MUKAGASANA Diane,55,Female,Master's,Information Technology,Master's in Information Technology,"ITIL, Windows Server, Linux, Networking, Database Administration, Cloud Computing",1999,26,"CEH, CompTIA A+",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
104,2197980008516122,RUKUNDO Grace,46,Male,Bachelor's,Engineering,Bachelor's in Engineering,"AutoCAD, SolidWorks, Project Management, Quality Control",2003,22,"PMI-PMP, LEED, Six Sigma Green Belt",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
105,1198180000174268,RUTAYISIRE Patrick,44,Male,Diploma,Economics,Diploma in Economics,"Forecasting, Python, Data Visualization",2003,22,CFA,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
106,1197580006878339,MUTABAZI Marie,50,Male,Master's,Law,Master's in Law,"Compliance, Corporate Law, Litigation",2005,20,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
107,1196980009822587,HABIMANA Grace,56,Male,Master's,Information Technology,Master's in Information Technology,"ITIL, Cloud Computing, Cybersecurity, Networking",1998,27,"CCNA, CISM, CEH",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
108,2200170004064039,MUKARUHOGO Chantal,24,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Algorithms, Web Development, Python, Data Structures, Machine Learning, SQL",2023,2,"AWS Certified, CompTIA Security+, Azure Fundamentals",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
109,1197880006766182,NSENGIYUMVA Olivier,47,Male,Bachelor's,Nursing,Bachelor's in Nursing,"Emergency Response, Clinical Skills, CPR",2002,23,ACLS,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",1
110,2197580008633752,HABIMANA Peter,50,Male,Master's,Business Administration,Master's in Business Administration,"Leadership, Communication, Business Analysis",2000,25,CAPM,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
111,2200280009030673,KAMALI Chantal,23,Male,Bachelor's,Engineering,Bachelor's in Engineering,"MATLAB, Technical Drawing, SolidWorks",2024,1,PMI-PMP,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
112,1199570006440892,MUKASHYAKA Peter,30,Female,Diploma,Nursing,Diploma in Nursing,"Patient Care, Medical Records, CPR, Clinical Skills, Emergency Response, Healthcare Ethics",2018,7,"ACLS, PALS, CCRN",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
113,1198980004270866,NDAYISENGA Diane,36,Male,Bachelor's,Engineering,Bachelor's in Engineering,"MATLAB, SolidWorks, Quality Control, Project Management, AutoCAD, Technical Drawing",2012,13,"PE License, PMI-PMP",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
114,1198080001398373,HABIMANA Peter,45,Male,PhD,Law,PhD in Law,"Legal Research, Contract Law, Compliance, Litigation, Negotiation",2012,13,"Bar Admission, CPLP, Certified Legal Manager",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
115,2198680007854458,NDAYISENGA Claudine,39,Male,PhD,Economics,PhD in Economics,"Statistical Analysis, R, Python, Forecasting, Econometrics, Data Visualization",2020,5,"CFA, Certified Business Economist, FRM",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
116,2196780004235369,RUTAYISIRE Emmanuel,58,Male,PhD,Law,PhD in Law,"Compliance, Litigation, Negotiation, Contract Law, Corporate Law, Legal Research",1997,28,CPLP,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
117,2197070002808010,MUKANDORI Marie,55,Female,Master's,Education,Master's in Education,"Classroom Management, Educational Technology, Lesson Planning, Curriculum Development, Assessment",1994,31,National Board Certification,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
118,2196570007008860,MUKAMUSONERA Chantal,60,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Python, Data Structures, Algorithms, SQL, Java",1989,36,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
119,1198980009845461,NDAYISENGA Marie,36,Male,Bachelor's,Accounting,Bachelor's in Accounting,"QuickBooks, Taxation, SAP, Auditing, Excel, Financial Reporting",2014,11,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
